player_name,year,team,base_salary,prorated_bonus,,guaranteed_salary,capnumber,cap_percent,cash_paid
Thomas Booker,2024,Eagles,915000,0,,,915000,0.4%,915000
Mason Kinsey,2024,Titans,915000,,,,254167,0.1%,254167
Andre Carter II,2024,Raiders,915000,0,,0,152500,0.1%,152500
Cory Durden,2024,Giants,915000,,,,254167,0.1%,254167
Buddy Johnson,2024,Cowboys,915000,0,,,915000,0.4%,915000
John Ojukwu,2024,Titans,915000,,,,559167,0.2%,559167
Jake Browning,2024,Bengals,915000,,,,915000,0.3%,915000
Ethan Bonner,2024,Dolphins,915000,,,,915000,0.4%,915000
Tristin McCollum,2024,Eagles,915000,,,,915000,0.4%,915000
Chad Ryland,2024,Cardinals,915000,0,,,610000,0.2%,610000
Patrick O'Connell,2024,Seahawks,915000,,,,305000,0.1%,305000
Jaquelin Roy,2024,Patriots,915000,0,,,618334,0.2%,618334
Marcelino McCrary-Ball,2024,Jets,915000,,,,508333,0.2%,508333
Christopher Brooks,2024,Packers,915000,0,,0,813333,0.3%,813333
Kingsley Enagbare,2024,Packers,985000,60639,,,1045639,0.4%,985000
Damone Clark,2024,Cowboys,985000,60639,,,1045639,0.4%,985000
John Ridgeway,2024,Saints,985000,,,,985000,0.4%,985000
Moro Ojomo,2024,Eagles,915000,19446,,,934446,0.4%,915000
Spencer Anderson,2024,Steelers,915000,19446,,,934446,0.4%,915000
Ja'Marcus Ingram,2024,Bills,915000,3750,,,918750,0.4%,922500
Cam Grandy,2024,Bengals,795000,,,,353333,0.1%,353333
Desjuan Johnson,2024,Rams,915000,19446,,,934446,0.4%,915000
Alex Forsyth,2024,Broncos,915000,19446,,,934446,0.4%,915000
Jalen Brooks,2024,Cowboys,915000,20589,,,935589,0.4%,915000
Anthony Johnson Jr.,2024,Giants,915000,0,,,915000,0.4%,915000
Kenny McIntosh,2024,Seahawks,915000,22713,,,937713,0.4%,915000
Jordon Riley,2024,Giants,915000,20758,,,935758,0.4%,915000
D.J. Ivey,2024,Bengals,915000,20164,,,935164,0.4%,915000
Dominique Robinson,2024,Bears,985000,68288,,,1053288,0.4%,985000
Cory Trice,2024,Steelers,795000,21109,,,635554,0.2%,614445
Carrington Valentine,2024,Packers,915000,25165,,,940165,0.4%,915000
Andrew Vorhees,2024,Ravens,795000,25528,,,820528,0.3%,795000
Colton Dowell,2024,Titans,915000,25674,,,520674,0.2%,495000
Austin Deculus,2024,Texans,985000,2500,,,57222,0.0%,59722
Luke Wattenberg,2024,Broncos,985000,71929,,,1056929,0.4%,985000
Samuel Womack,2024,Colts,985000,0,,,985000,0.4%,985000
Cooper Hodges,2024,Jaguars,795000,26373,,,658373,0.2%,632500
DeMarcco Hellams,2024,Falcons,915000,26575,,,521575,0.2%,495000
Ethan Evans,2024,Rams,915000,27000,,,942000,0.4%,915000
Tra Fluellen,2024,Saints,225000,,,,50000,0.0%,50000
Jaylon Jones,2024,Colts,915000,28370,,,943370,0.4%,915000
Braxton Jones,2024,Bears,985000,74887,,,1059887,0.4%,985000
Jake Bates,2024,Lions,795000,50000,,50000,845000,0.3%,945000
Ty Chandler,2024,Vikings,985000,74711,,,1059711,0.4%,985000
DaRon Bland,2024,Cowboys,985000,76197,,,1061197,0.4%,985000
Tycen Anderson,2024,Bengals,985000,76521,,,1061521,0.4%,985000
Kyren Williams,2024,Rams,985000,77602,,,1062602,0.4%,985000
Demario Douglas,2024,Patriots,915000,33333,,,948333,0.4%,915000
Dante Stills,2024,Cardinals,915000,33333,,,948333,0.4%,915000
Deuce Vaughn,2024,Cowboys,915000,33333,,,948333,0.4%,915000
Dee Winters,2024,49ers,915000,33333,,,948333,0.3%,915000
D'Marco Jackson,2024,Saints,985000,79229,,,1064229,0.4%,985000
Otito Ogbonnia,2024,Chargers,985000,79722,,,1064722,0.4%,985000
Eric Johnson,2024,Patriots,985000,0,,,985000,0.4%,985000
Matt Waletzko,2024,Cowboys,915000,80873,,,995873,0.4%,915000
Zyon McCollum,2024,Buccaneers,985000,80433,,,1065433,0.4%,985000
Tre Hawkins,2024,Giants,915000,37380,,,859047,0.3%,821667
Delarrin Turner-Yell,2024,Broncos,985000,83262,,,1068262,0.4%,985000
Tariq Woolen,2024,Seahawks,985000,83054,,,1068054,0.4%,985000
Tyler Allgeier,2024,Falcons,985000,83472,,,1068472,0.4%,985000
Andrei Iosivas,2024,Bengals,915000,39848,,,954848,0.4%,915000
Xavier Hutchinson,2024,Texans,915000,40925,,,955925,0.4%,915000
Amari Burney,2024,Raiders,915000,41279,,,956279,0.4%,915000
Jarrick Bernard-Converse,2024,Jets,915000,41096,,,956096,0.4%,915000
D.J. Davidson,2024,Giants,985000,88530,,,1073530,0.4%,985000
Scott Matlock,2024,Chargers,915000,43073,,,958073,0.4%,915000
Jerrick Reed,2024,Seahawks,915000,43700,,,702034,0.3%,658334
Jarrett Patterson,2024,Texans,915000,42494,,,957494,0.4%,915000
Micah McFadden,2024,Giants,985000,88926,,,1073926,0.4%,985000
Elijah Higgins,2024,Cardinals,915000,,,,915000,0.3%,915000
Trey Palmer,2024,Buccaneers,915000,44824,,,959824,0.4%,915000
Luke Wypler,2024,Browns,915000,44993,,,539993,0.2%,495000
Bryce Baringer,2024,Patriots,915000,44614,,,959614,0.4%,915000
Nathaniel Watson,2024,Browns,795000,,,,618333,0.2%,618333
Sam Howell,2024,Seahawks,985000,0,,,985000,0.4%,985000
Tanner McKee,2024,Eagles,915000,46630,,,961630,0.4%,915000
Kayshon Boutte,2024,Patriots,915000,46816,,,961816,0.4%,915000
Lewis Cine,2024,Eagles,985000,0,,0,0,0.0%,0
Parker Washington,2024,Jaguars,915000,48066,,,963066,0.4%,915000
Jaelyn Duncan,2024,Titans,915000,47452,,,775785,0.3%,728333
Tre Tomlinson,2024,Rams,915000,49963,,,544963,0.2%,495000
J.L. Skinner,2024,Broncos,915000,49056,,,964056,0.4%,915000
Zaire Barnes,2024,Jets,915000,48392,,,543392,0.2%,495000
Kei'Trel Clark,2024,Cardinals,915000,52150,,,967150,0.4%,915000
Josh Hayes,2024,Buccaneers,915000,51094,,,966094,0.4%,915000
Charles Woods,2024,Rams,225000,,,,157501,0.1%,157501
Karl Brooks,2024,Packers,915000,53007,,,968007,0.4%,915000
Cam Lampkin,2024,Rams,225000,,,,206667,0.1%,206667
Gabe Jeudy-Lally,2024,Titans,225000,,,,12500,0.0%,12500
Thomas Odukoya,2024,Titans,225000,,,,175833,0.1%,175833
Ryan Hayes,2024,Dolphins,225000,,,,150833,0.1%,150833
Raiqwon O'Neal,2024,Buccaneers,225000,,,,225000,0.1%,225000
Ryan Rehkow,2024,Bengals,795000,,,,795000,0.3%,795000
Antonio Grier,2024,Buccaneers,225000,,,,12500,0.0%,12500
Zach Evans,2024,Jets,225000,0,,,37500,0.0%,37500
Danny Gray,2024,Eagles,225000,0,,,212500,0.1%,212500
Kelvin Harmon,2024,Cowboys,225000,0,,,225000,0.1%,225000
Eli Neal,2024,Rams,225000,,,,169167,0.1%,169167
A.J. Arcuri,2024,Rams,225000,,,,263333,0.1%,263333
"Troy Pride, Jr.",2024,Cowboys,225000,0,,,100833,0.0%,100833
Davis Allen,2024,Rams,915000,61245,,,976245,0.4%,915000
Jack Heflin,2024,Rams,225000,0,,,62500,0.0%,62500
Tyrell Shavers,2024,Bills,225000,0,,,320001,0.1%,320001
Owen Pappoe,2024,Cardinals,915000,61245,,,976245,0.4%,915000
Zion Logue,2024,Bills,225000,0,,,100000,0.0%,100000
Zach Davidson,2024,Bills,225000,0,,,320001,0.1%,320001
Asim Richards,2024,Cowboys,915000,61245,,,882912,0.3%,821667
Eric Gray,2024,Giants,915000,61245,,,976245,0.4%,915000
Warren McClendon,2024,Rams,915000,61245,,,976245,0.4%,915000
Robert Beal Jr.,2024,49ers,915000,61245,,,976245,0.3%,915000
Payne Durham,2024,Buccaneers,915000,61245,,,976245,0.4%,915000
Christopher Smith,2024,Raiders,915000,61245,,,976245,0.4%,915000
Henry To'oTo'o,2024,Texans,915000,61245,,,976245,0.4%,915000
Puka Nacua,2024,Rams,915000,61245,,,976245,0.4%,915000
Tatum Bethune,2024,49ers,795000,20452,,,725174,0.2%,786530
Elijah Cooks,2024,Eagles,225000,0,,0,0,0.0%,0
Sanoussi Kane,2024,Ravens,795000,20733,,,815733,0.3%,877932
K.T. Leveston,2024,Rams,795000,20184,,,490184,0.2%,550736
Jaylen Harrell,2024,Titans,795000,20184,,,815184,0.3%,875736
Nikola Kalinic,2024,Rams,225000,0,,0,301666,0.1%,301666
Devin Culp,2024,Buccaneers,795000,21546,,,816546,0.3%,881184
James Williams,2024,Titans,795000,22373,,,817373,0.3%,884492
LaDarius Henderson,2024,Texans,795000,20929,,,270929,0.1%,333716
B.J. Thompson,2024,Chiefs,915000,67912,,,562912,0.2%,495000
Tahj Washington,2024,Dolphins,795000,22599,,,492599,0.2%,560396
C.J. Hanson,2024,Chiefs,795000,21196,,,816196,0.3%,879784
Terell Smith,2024,Bears,915000,68971,,,983971,0.4%,915000
Ameer Speed,2024,Bears,915000,,,,457500,0.2%,457500
Jonathan Ford,2024,Bears,915000,0,,,203333,0.1%,203333
Daniel Hardy,2024,Bears,915000,0,,,915000,0.4%,915000
LaBryan Ray,2024,Panthers,915000,,,,915000,0.4%,915000
Arron Mosby,2024,Packers,915000,,,,915000,0.3%,915000
Otis Reese,2024,Titans,915000,,,,891667,0.3%,891667
Bo Melton,2024,Packers,915000,,,,915000,0.3%,915000
Alec Anderson,2024,Bills,915000,4250,,,919250,0.4%,915000
Keondre Coburn,2024,Titans,915000,,,,915000,0.4%,915000
Kaevon Merriweather,2024,Buccaneers,915000,0,,,254167,0.1%,254167
Brady Russell,2024,Seahawks,915000,,,,915000,0.4%,915000
James Mitchell,2024,Lions,225000,0,,,267222,0.1%,267222
Tommy DeVito,2024,Giants,915000,,,,915000,0.4%,915000
Lucas Krull,2024,Broncos,915000,,,,915000,0.4%,915000
Sam Okuayinonu,2024,49ers,915000,,,,762500,0.3%,762500
Blake Whiteheart,2024,Browns,915000,,,,305000,0.1%,305000
Juanyeh Thomas,2024,Cowboys,915000,,,,915000,0.4%,915000
Jake Tonges,2024,49ers,915000,,,,915000,0.3%,915000
Emanuel Wilson,2024,Packers,915000,,,,915000,0.3%,915000
Travis Vokolek,2024,Cardinals,915000,,,,915000,0.3%,915000
Ben Brown,2024,Patriots,915000,0,,,637500,0.2%,637500
Trevor Nowaske,2024,Lions,915000,,,,915000,0.4%,915000
Kyle Philips,2024,Eagles,225000,0,,,75000,0.0%,75000
Brayden Willis,2024,49ers,915000,0,,,660833,0.2%,660833
Alex Austin,2024,Patriots,915000,,,,915000,0.3%,915000
Tomon Fox,2024,Giants,915000,0,,0,305000,0.1%,305000
Ochaun Mathis,2024,Eagles,225000,0,,,113333,0.0%,113333
K.J. Henry,2024,Eagles,225000,0,,,0,0.0%,0
Keir Thomas,2024,Rams,225000,,,,225000,0.1%,225000
Mike Caliendo,2024,Chiefs,915000,,,,915000,0.4%,915000
Nick Broeker,2024,Texans,915000,,,,915000,0.4%,915000
Darius Rush,2024,Chiefs,225000,,,,175000,0.1%,175000
Cole Turner,2024,Commanders,225000,0,,,225000,0.1%,225000
Ronnie Bell,2024,49ers,225000,0,,,62500,0.0%,62500
Kion Smith,2024,Dolphins,985000,,,,520000,0.2%,520000
Ja'Quan McMillian,2024,Broncos,915000,,,,915000,0.4%,915000
Irvin Charles,2024,Jets,915000,,,,821667,0.3%,821667
Shane Buechele,2024,Bills,985000,40000,,,560000,0.2%,560000
Cameron Goode,2024,Dolphins,915000,,,,565000,0.2%,565000
Gregory Junior,2024,Texans,225000,,,,150000,0.1%,150000
Ryan Van Demark,2024,Bills,915000,4500,,,919500,0.4%,915000
Jalen Graham,2024,49ers,915000,0,,,152500,0.1%,152500
Stephen Carlson,2024,Bears,985000,,,,437500,0.2%,437500
Montrell Washington,2024,Chiefs,225000,0,,,0,0.0%,0
Tyrus Wheat,2024,Cowboys,915000,,,,915000,0.4%,915000
Bill Murray,2024,Bears,915000,,,,681667,0.3%,681667
Alex Bachman,2024,Raiders,225000,,,,87500,0.0%,87500
Jordan Meredith,2024,Raiders,915000,,,,915000,0.3%,915000
Maurice Alexander,2024,Lions,225000,,,,25000,0.0%,25000
Tucker Fisk,2024,Chargers,915000,,,,457500,0.2%,457500
Esezi Otomewo,2024,Jaguars,915000,0,,,915000,0.3%,915000
Keaontay Ingram,2024,Chiefs,225000,0,,,187500,0.1%,187500
Tyler Goodson,2024,Colts,915000,,,,915000,0.4%,915000
Cody White,2024,Seahawks,915000,,,,406667,0.2%,406667
Austin Trammell,2024,Jaguars,225000,,,,267222,0.1%,267222
Zech McPhearson,2024,Jaguars,302400,0,,,285600,0.1%,285600
D.J. Montgomery,2024,Colts,225000,0,,,225000,0.1%,225000
Christian Braswell,2024,Jaguars,225000,0,,,340100,0.1%,340100
Ty Okada,2024,Seahawks,225000,,,,201666,0.1%,201666
Kanai Mauga,2024,Raiders,915000,,,,915000,0.3%,915000
Segun Olubi,2024,Colts,915000,,,,915000,0.4%,915000
Matthew Butler,2024,Raiders,915000,0,,,660833,0.3%,660833
Andrew Rupcich,2024,Titans,915000,,,,681667,0.3%,681667
Zonovan Knight,2024,Jets,225000,,,,75000,0.0%,75000
Josh Sills,2024,Colts,225000,0,,0,167222,0.1%,167222
Eric Banks,2024,Buccaneers,985000,,,,520000,0.2%,520000
Jovaughn Gwyn,2024,Falcons,225000,0,,,62500,0.0%,62500
Lamar Jackson,2024,Falcons,225000,,,,142222,0.1%,142222
Damarion Williams,2024,Seahawks,225000,0,,,137500,0.1%,137500
Ja'Tyre Carter,2024,Panthers,225000,0,,,225000,0.1%,225000
Andre Baccellia,2024,Cardinals,225000,,,,225000,0.1%,225000
Daniel Whelan,2024,Packers,915000,,,,915000,0.3%,915000
Dominique Dafney,2024,Panthers,225000,,,,62500,0.0%,62500
Josh Ross,2024,Seahawks,915000,0,,,559167,0.2%,559167
Chase Lucas,2024,49ers,225000,0,,,225000,0.1%,225000
Thomas Incoom,2024,Panthers,225000,0,,0,62500,0.0%,62500
Sebastian Gutierrez,2024,49ers,225000,,,,25000,0.0%,25000
Brandon Walton,2024,Panthers,225000,,,,309444,0.1%,309444
Zack Bailey,2024,Jets,225000,0,,0,62500,0.0%,62500
Chris Glaser,2024,Bears,225000,,,,301666,0.1%,301666
Jeremiah Moon,2024,Steelers,915000,,,,915000,0.4%,915000
Jimmy Morrissey,2024,Giants,225000,,,,225000,0.1%,225000
Ryan McCollum,2024,Steelers,915000,,,,915000,0.4%,915000
Elerson Smith,2024,Browns,225000,0,,,75000,0.0%,75000
Samori Toure,2024,Bears,225000,0,,,225000,0.1%,225000
Kendric Pryor,2024,Bengals,225000,,,,301666,0.1%,301666
Devin Harper,2024,Steelers,225000,0,,,225000,0.1%,225000
Eku Leota,2024,Steelers,225000,,,,213333,0.1%,213333
Chris Rodriguez Jr.,2024,Commanders,915000,0,,,305000,0.1%,305000
Dez Fitzpatrick,2024,Chargers,225000,,,,50000,0.0%,50000
Nesta Jade Silvera,2024,49ers,225000,,,,137500,0.0%,137500
Doug Kramer,2024,Bears,915000,0,,,915000,0.4%,915000
Christopher Hinton,2024,Chargers,225000,,,,225000,0.1%,225000
A.T. Perry,2024,Broncos,225000,0,,,162500,0.1%,162500
Leroy Watson,2024,Vikings,225000,,,,25000,0.0%,25000
Tanner McCalister,2024,Broncos,225000,,,,150000,0.1%,150000
Jaret Patterson,2024,Chargers,225000,0,,0,267222,0.1%,267222
Matt Lee,2024,Bengals,795000,25438,,,820438,0.3%,896752
McClendon Curtis,2024,Seahawks,225000,,,,150000,0.1%,150000
J.T. Woods,2024,Bears,225000,0,,,112500,0.0%,112500
Caleb Murphy,2024,Chargers,225000,0,,0,239999,0.1%,239999
Myles Cole,2024,Jaguars,795000,26019,,,821019,0.3%,899076
DeVaughn Vele,2024,Broncos,795000,26120,,,821120,0.3%,899480
Kahlef Hailassie,2024,Browns,225000,,,0,163333,0.1%,163333
Jonah Laulu,2024,Raiders,795000,,,,795000,0.3%,795000
Chase Brown,2024,Bengals,915000,71539,,,986539,0.4%,915000
Nathan Thomas,2024,Cowboys,795000,26493,,,496493,0.2%,575972
Michael Jurgens,2024,Vikings,795000,27185,,,822185,0.3%,903740
Will Mallory,2024,Colts,915000,72648,,,987648,0.4%,915000
Jaheim Bell,2024,Patriots,795000,26648,,,821648,0.3%,901592
Levi Drake Rodriguez,2024,Vikings,795000,26497,,,821497,0.3%,900988
Brenden Rice,2024,Chargers,795000,28648,,,643092,0.2%,729036
Nick Samac,2024,Ravens,795000,27461,,,822461,0.3%,904844
Jalen Virgil,2024,Bills,225000,0,,0,75833,0.0%,75833
Myles Harden,2024,Browns,795000,27583,,,587861,0.2%,670610
Trey Taylor,2024,Raiders,795000,29682,,,734404,0.3%,823450
Daijahn Anthony,2024,Bengals,795000,29446,,,824446,0.3%,912784
Nick Hampton,2024,Rams,915000,74777,,,919777,0.4%,845000
Antonio Johnson,2024,Jaguars,915000,75458,,,990458,0.4%,915000
Javontae Jean-Baptiste,2024,Commanders,795000,30297,,,735019,0.3%,825910
Daniel Scott,2024,Colts,795000,76959,,,546959,0.2%,470000
Dontayvion Wicks,2024,Packers,915000,75636,,,990636,0.4%,915000
Travis Clayton,2024,Bills,795000,30396,,,500396,0.2%,591584
Darrell Luter Jr.,2024,49ers,915000,78378,,,993378,0.3%,915000
Olusegun Oluwatimi,2024,Seahawks,915000,79115,,,994115,0.4%,915000
Jordan McFadden,2024,Chargers,915000,78035,,,993035,0.4%,915000
Jordan Whittington,2024,Rams,795000,34597,,,829597,0.3%,933388
Jarrett Kingston,2024,Panthers,795000,,,,795000,0.3%,795000
SirVocea Dennis,2024,Buccaneers,915000,79332,,,667665,0.3%,588333
Christian Mahogany,2024,Lions,795000,34597,,,829597,0.3%,933388
Cedric Johnson,2024,Bengals,795000,34597,,,829597,0.3%,933388
Cam Little,2024,Jaguars,795000,34597,,,829597,0.3%,933388
Beaux Limmer,2024,Rams,795000,34597,,,829597,0.3%,933388
Joshua Karty,2024,Rams,795000,34597,,,829597,0.3%,933388
Ryan Flournoy,2024,Cowboys,795000,34597,,,829597,0.3%,933388
Elijah Klein,2024,Buccaneers,795000,34597,,,829597,0.3%,933388
Chigoziem Okonkwo,2024,Titans,985000,126084,,,1111084,0.4%,985000
Mike Morris,2024,Seahawks,795000,80519,,,875519,0.3%,795000
Cobie Durant,2024,Rams,985000,126084,,,1111084,0.4%,985000
Calvin Austin III,2024,Steelers,985000,126084,,,1111084,0.4%,985000
Noah Sewell,2024,Bears,915000,81237,,,996237,0.4%,915000
Colby Sorsdal,2024,Lions,915000,80021,,,995021,0.4%,915000
Isaiah Likely,2024,Ravens,985000,126084,,,1111084,0.4%,985000
Jordan Howden,2024,Saints,915000,81682,,,996682,0.4%,915000
Jammie Robinson,2024,Cardinals,915000,0,,,203333,0.1%,203333
Zach Tom,2024,Packers,985000,126084,,,1111084,0.4%,985000
Josh Whyle,2024,Titans,915000,81342,,,996342,0.4%,915000
Sam Roberts,2024,Panthers,985000,0,,,218889,0.1%,218889
Andrew Booth Jr.,2024,Cowboys,985000,0,,0,164167,0.1%,164167
Benton Whitley,2024,Cardinals,985000,,,,109444,0.0%,109444
Corliss Waitman,2024,Steelers,985000,,,,930278,0.4%,930278
Tre Avery,2024,49ers,985000,,,,54722,0.0%,54722
Raheem Layne,2024,Giants,985000,,,,112500,0.0%,112500
Tanner Conner,2024,Dolphins,985000,0,,,778333,0.3%,778333
Erik Ezukanma,2024,Dolphins,985000,0,,,109444,0.0%,109444
Sam Kamara,2024,Browns,985000,,,,437778,0.2%,437778
Dylan Laube,2024,Raiders,795000,38798,,,833798,0.3%,950192
Kemon Hall,2024,Cowboys,985000,,,,247778,0.1%,247778
Israel Abanikanda,2024,49ers,915000,0,,,254167,0.1%,254167
Cameron Mitchell,2024,Browns,915000,84307,,,999307,0.3%,915000
Mike Jerrell,2024,Seahawks,795000,40015,,,835015,0.3%,955060
Dorian Thompson-Robinson,2024,Browns,915000,85567,,,1000567,0.3%,915000
Will Reichard,2024,Vikings,795000,42655,,,765433,0.3%,893398
Clayton Tune,2024,Cardinals,915000,87656,,,1002656,0.4%,915000
Nick Gargiulo,2024,Broncos,225000,0,,,320001,0.1%,320001
Jaden Crumedy,2024,Panthers,795000,44106,,,676606,0.3%,808924
D'Angelo Ross,2024,Texans,985000,2500,,0,57222,0.0%,59722
Khristian Boyd,2024,Saints,795000,44707,,,839707,0.3%,973828
Tylan Grable,2024,Bills,795000,42478,,,620812,0.2%,748246
Travis Glover,2024,Packers,795000,42845,,,837845,0.3%,966380
Patrick McMorris,2024,Dolphins,795000,44941,,,623274,0.2%,758097
Wesley French,2024,Colts,985000,3334,,,988334,0.4%,985000
Tyler Davis,2024,Rams,795000,45638,,,840638,0.3%,977552
Joe Milton III,2024,Patriots,795000,45829,,,840829,0.3%,978316
Tanner McLachlan,2024,Bengals,795000,45764,,,840764,0.3%,978056
Mekhi Wingo,2024,Lions,795000,46700,,,733367,0.3%,873467
Jamal Hill,2024,Texans,795000,47348,,,824292,0.3%,960336
Yasir Abdullah,2024,Jaguars,915000,91304,,,1006304,0.4%,915000
Johnny Wilson,2024,Eagles,795000,49252,,,844252,0.3%,992008
Malik Washington,2024,Dolphins,795000,49890,,,844890,0.3%,994560
Marlon Davidson,2024,Titans,1055000,0,,0,545000,0.2%,545000
Casey Washington,2024,Falcons,795000,48399,,,843399,0.3%,988596
Jase McClellan,2024,Falcons,795000,48592,,,771370,0.3%,917146
Ben VanSumeren,2024,Eagles,915000,,,,775000,0.3%,775000
Darius Muasau,2024,Giants,795000,50228,,,845228,0.3%,995912
Marcellas Dial,2024,Patriots,795000,53032,,,848032,0.3%,1007128
Kimani Vidal,2024,Chargers,795000,51859,,,846859,0.3%,1002436
Walter Rouse,2024,Vikings,795000,56648,,,851648,0.3%,1021592
Logan Lee,2024,Steelers,795000,55018,,,525018,0.2%,690072
Caelen Carson,2024,Cowboys,795000,63569,,,750236,0.3%,940943
Jha'Quan Jackson,2024,Titans,795000,50917,,,845917,0.3%,998668
Sataoa Laumea,2024,Seahawks,795000,54129,,,849129,0.3%,1011516
Trevor Keegan,2024,Eagles,795000,63569,,,858569,0.3%,1049276
Bub Means,2024,Saints,795000,63569,,,678013,0.3%,868720
Javon Solomon,2024,Bills,795000,63569,,,858569,0.3%,1049276
Qwan'Tez Stiggers,2024,Jets,795000,63569,,,858569,0.3%,1049276
Jaylan Ford,2024,Saints,795000,63569,,,840513,0.3%,1031220
Isaiah Davis,2024,Jets,795000,63569,,,858569,0.3%,1049276
Kitan Oladapo,2024,Packers,795000,63569,,,858569,0.3%,1049276
Keilan Robinson,2024,Jaguars,795000,70489,,,666489,0.2%,878345
Tyrone Tracy Jr.,2024,Giants,795000,71588,,,866588,0.3%,1081352
Rasheen Ali,2024,Ravens,795000,72467,,,777189,0.3%,994590
Jacob Monk,2024,Packers,795000,75404,,,870404,0.3%,1096616
Joshua Williams,2024,Chiefs,985000,166565,,,1151565,0.5%,985000
Christian Jones,2024,Cardinals,795000,77614,,,746225,0.3%,979067
Spencer Burford,2024,49ers,985000,168014,,,1153014,0.4%,985000
Dominique Hampton,2024,Commanders,795000,78321,,,873321,0.3%,1108284
Edefuan Ulofoshio,2024,Bills,795000,78506,,,873506,0.3%,1109024
Mohamed Kamara,2024,Dolphins,795000,80218,,,875218,0.3%,1115872
Romeo Doubs,2024,Packers,985000,170979,,,1101257,0.4%,930278
Jamari Thrash,2024,Browns,795000,81352,,,876352,0.3%,1120408
Hunter Nourzad,2024,Chiefs,795000,79879,,,874879,0.3%,1114516
Chau Smith-Wade,2024,Panthers,795000,80996,,,839885,0.3%,1082873
Jeremiah Trotter Jr.,2024,Eagles,795000,82117,,,877117,0.3%,1123468
Brennan Jackson,2024,Rams,795000,82342,,,877342,0.3%,1124368
Aidan O'Connell,2024,Raiders,915000,127345,,,925678,0.4%,798333
Mike Greene,2024,Buccaneers,225000,,,,339999,0.1%,339999
Luq Barcoo,2024,Cowboys,225000,0,,0,12500,0.0%,12500
Hassan Haskins,2024,Chargers,985000,0,,,985000,0.4%,985000
Shaun Jolly,2024,Rams,225000,,,,225000,0.1%,225000
Luiji Vilain,2024,Cowboys,225000,0,,0,162500,0.1%,162500
Josh Newton,2024,Bengals,795000,84319,,,879319,0.3%,1132276
Spencer Rattler,2024,Saints,795000,84120,,,879120,0.3%,1131480
Deantre Prince,2024,Jaguars,795000,83057,,,878057,0.3%,1127228
Jordan Stout,2024,Ravens,985000,174458,,,1159458,0.5%,985000
Ainias Smith,2024,Eagles,795000,83574,,,752185,0.3%,1002907
Jaylon Carlies,2024,Colts,795000,84060,,,734616,0.3%,986796
Tommy Eichenberg,2024,Raiders,795000,84428,,,879428,0.3%,1132712
Audric Estime,2024,Broncos,795000,84781,,,807559,0.3%,1061902
Jarvis Brownlee,2024,Titans,795000,85509,,,880509,0.3%,1137036
Jake Ferguson,2024,Cowboys,985000,176220,,,1161220,0.4%,985000
Kris Abrams-Draine,2024,Broncos,795000,87068,,,882068,0.3%,1143272
Charlie Kolar,2024,Ravens,985000,176220,,,1161220,0.5%,985000
Austin Booker,2024,Bears,795000,87284,,,882284,0.3%,1144136
J.D. Bertrand,2024,Falcons,795000,87506,,,882506,0.3%,1145024
Anthony Gould,2024,Colts,795000,88166,,,883166,0.3%,1147664
Pierre Strong Jr.,2024,Browns,985000,0,,,985000,0.3%,985000
Darian Kinnard,2024,Eagles,915000,50000,,200000,965000,0.4%,1115000
Jordan Magee,2024,Commanders,795000,92807,,,761418,0.3%,1039839
Sedrick Van Pran-Granger,2024,Bills,795000,88813,,,883813,0.3%,1150252
Xavier Thomas,2024,Cardinals,795000,93223,,,888223,0.3%,1167892
Cam Hart,2024,Chargers,795000,90982,,,885982,0.3%,1158928
Gary Brightwell,2024,Bengals,302400,0,,,134400,0.1%,134400
Nehemiah Pritchett,2024,Seahawks,795000,94768,,,889768,0.3%,1174072
Tarheeb Still,2024,Chargers,795000,93930,,,888930,0.3%,1170720
Tyree Jackson,2024,Commanders,225000,0,,,37500,0.0%,37500
Tarron Jackson,2024,49ers,225000,0,,,12500,0.0%,12500
Tre' McKitty,2024,Browns,302400,0,,,67200,0.0%,67200
Ambry Thomas,2024,Vikings,383400,0,,,42600,0.0%,42600
Jonathan Garvin,2024,49ers,302400,0,,,117600,0.0%,117600
Darren Hall,2024,Cardinals,225000,0,,,25000,0.0%,25000
Isaiah Hodgins,2024,Giants,302400,0,,,416166,0.2%,416166
Xavier Newman-Johnson,2024,Jets,985000,,,,855833,0.3%,855833
Brandon Johnson,2024,Steelers,225000,,,,351666,0.1%,351666
David Sills,2024,Broncos,225000,,,,271111,0.1%,271111
J.J. Taylor,2024,Texans,225000,,,,87500,0.0%,87500
A.J. Green,2024,Rams,302400,,,,117600,0.0%,117600
Tariq Castro-Fields,2024,Eagles,225000,,,,12500,0.0%,12500
Netane Muti,2024,Lions,1055000,0,,,545000,0.2%,545000
Matt Henningsen,2024,Broncos,225000,0,,,309444,0.1%,309444
Stantley Thomas-Oliver,2024,Lions,302400,0,,,50400,0.0%,50400
Cameron McGrone,2024,Colts,985000,0,,,985000,0.4%,985000
Trey Hill,2024,Bengals,302400,0,,,386022,0.1%,386022
Cal Adomitis,2024,Bengals,985000,,,,985000,0.4%,985000
Trishton Jackson,2024,Vikings,225000,0,,,137500,0.1%,137500
Tom Kennedy,2024,Lions,225000,,,,0,0.0%,0
Quinton Bohanna,2024,Seahawks,302400,0,,,84000,0.0%,84000
Sam Webb,2024,Raiders,985000,0,,0,820833,0.3%,820833
